"","fixed acidity","volatile acidity","citric acid","chlorides","free sulfur dioxide","total sulfur dioxide","density","pH","sulphates","alcohol","quality","sweet"
"3955",6.3,0.33,0.2,0.066,36,161,0.9991,3.14,0.51,8.8,5,1
"3956",7,0.16,0.3,0.043,34,90,0.99047,2.88,0.47,11.2,6,0
"3957",5.4,0.24,0.18,0.05,22,145,0.99207,3.24,0.46,10.3,5,0
"3958",7.7,0.31,0.36,0.026,15,87,0.99152,3.11,0.48,12,5,0
"3959",5.6,0.185,0.19,0.048,36,110,0.99438,3.26,0.41,9.5,6,0
"3960",5.6,0.185,0.19,0.048,36,110,0.99438,3.26,0.41,9.5,6,0
"3961",6.6,0.43,0.24,0.04,54,159,0.99622,3.14,0.54,9.8,6,0
"3962",7.6,0.39,0.46,0.084,55,170,0.99773,2.91,0.51,9,5,0
"3963",7.2,0.58,0.27,0.032,40,118,0.99088,3.17,0.53,13,7,0
"3964",6,0.34,0.32,0.044,13,116,0.99108,3.39,0.44,11.8,7,0
"3965",7.5,0.35,0.48,0.056,61,176.5,0.99803,2.97,0.52,8.8,5,1
"3966",7.3,0.38,0.23,0.05,18,102,0.99304,3.1,0.55,11.2,4,0
"3967",5.4,0.185,0.19,0.048,36,110,0.99438,3.26,0.41,9.5,6,0
"3968",6.3,0.27,0.51,0.049,35,200,0.99548,3.16,0.54,9.4,4,0
"3969",6.5,0.29,0.52,0.049,35,192,0.99551,3.16,0.51,9.5,6,0
"3970",6.4,0.17,0.3,0.034,33,125,0.99152,3.03,0.49,10.4,6,0
"3971",6.7,0.18,0.31,0.035,42,143,0.99572,3.08,0.49,9.8,7,0
"3972",6.4,0.17,0.3,0.034,33,125,0.99152,3.03,0.49,10.4,6,0
"3973",6.8,0.37,0.67,0.175,16,98,0.99244,3.06,0.56,10.3,6,0
"3974",6.3,0.27,0.51,0.049,35,200,0.99548,3.16,0.54,9.4,4,0
"3975",6.5,0.29,0.52,0.049,35,192,0.99551,3.16,0.51,9.5,6,0
"3976",6.1,0.24,0.26,0.033,61,134,0.9903,3.19,0.81,11.9,7,0
"3977",7,0.32,0.29,0.025,35,124,0.99162,3.15,0.65,12.8,7,0
"3978",6.9,0.27,0.25,0.03,18,117,0.99116,3.09,0.38,13,6,0
"3979",6.5,0.29,0.53,0.04,41,192,0.9922,3.26,0.59,10.4,7,0
"3980",6.5,0.29,0.52,0.034,41,193,0.99223,3.25,0.59,10.4,6,0
"3981",6.1,0.22,0.25,0.035,54,135,0.99481,3.21,0.4,10.7,5,1
"3982",6.3,0.22,0.27,0.036,81,157,0.9928,3.05,0.76,10.7,7,0
"3983",6.1,0.24,0.26,0.033,61,134,0.9903,3.19,0.81,11.9,7,0
"3984",5.6,0.23,0.25,0.043,31,101,0.99429,3.19,0.42,10.4,6,0
"3985",7,0.32,0.29,0.025,35,124,0.99162,3.15,0.65,12.8,7,0
"3986",6.8,0.11,0.27,0.044,45,104,0.99454,3.2,0.37,9.9,6,0
"3987",6.8,0.11,0.27,0.044,45,104,0.99454,3.2,0.37,9.9,6,0
"3988",7.3,0.23,0.41,0.048,73,223,0.99863,3.16,0.71,9.4,6,1
"3989",6.1,0.2,0.17,0.048,46,129,0.991,3.3,0.43,11.4,6,0
"3990",6.8,0.11,0.27,0.044,45,104,0.99454,3.2,0.37,9.9,6,0
"3991",7.3,0.23,0.41,0.048,73,223,0.99863,3.16,0.71,9.4,6,1
"3992",6.9,0.2,0.41,0.06,36,104,0.99317,2.99,0.39,9.2,5,0
"3993",6.7,0.19,0.32,0.041,26,76,0.99173,2.9,0.57,10.5,7,0
"3994",6.7,0.28,0.34,0.048,32,111,0.99455,3.25,0.54,11,7,0
"3995",6.7,0.28,0.34,0.048,32,111,0.99455,3.25,0.54,11,7,0
"3996",8,0.37,0.31,0.038,3,127,0.99186,2.9,0.72,12.1,5,0
"3997",6.7,0.28,0.34,0.048,32,111,0.99455,3.25,0.54,11,7,0
"3998",6,0.26,0.29,0.041,37,144,0.98944,3.22,0.39,12.8,7,0
"3999",6.4,0.24,0.49,0.053,25,120,0.9942,3.01,0.98,10.5,6,0
"4000",6.4,0.24,0.49,0.053,25,120,0.9942,3.01,0.98,10.5,6,0
"4001",6.4,0.24,0.49,0.053,25,120,0.9942,3.01,0.98,10.5,6,0
"4002",6.4,0.25,0.57,0.062,21,122,0.99238,3,0.4,9.5,5,0
"4003",6.1,0.25,0.48,0.052,25,94,0.99782,3.07,0.45,9.2,6,1
"4004",6.8,0.14,0.35,0.047,40,117,0.99111,3.07,0.72,11.1,6,0
"4005",6.5,0.38,0.26,0.042,33,112,0.99067,3.06,0.5,12.3,7,0
"4006",6.8,0.14,0.35,0.047,40,117,0.99111,3.07,0.72,11.1,6,0
"4007",5.4,0.15,0.32,0.037,10,51,0.98878,3.04,0.58,12.6,6,0
"4008",6.4,0.25,0.57,0.062,21,122,0.99238,3,0.4,9.5,5,0
"4009",6.1,0.25,0.48,0.052,25,94,0.99782,3.07,0.45,9.2,6,1
"4010",6.8,0.22,0.32,0.054,40,152,0.9938,3.2,0.57,10.8,6,0
"4011",7.2,0.21,0.29,0.044,39,122,0.99143,3,0.6,11.3,6,0
"4012",6,0.26,0.29,0.041,37,144,0.98944,3.22,0.39,12.8,7,0
"4013",6.4,0.24,0.49,0.053,25,120,0.9942,3.01,0.98,10.5,6,0
"4014",6.5,0.46,0.24,0.051,56,171,0.99588,3.08,0.56,9.8,6,0
"4015",6.5,0.18,0.48,0.054,56,183,1.00038,2.98,0.61,8.5,6,1
"4016",6.2,0.32,0.12,0.054,6,97,0.99424,3.16,0.5,9.3,5,0
"4017",7.2,0.4,0.24,0.055,45,151,0.99626,3.2,0.52,9.2,5,0
"4018",5.9,0.23,0.24,0.037,32,115,0.99076,3.21,0.51,11.4,6,0
"4019",6.4,0.18,0.48,0.054,56,183,1.00038,2.98,0.61,8.5,6,1
"4020",6.2,0.32,0.12,0.054,6,97,0.99424,3.16,0.5,9.3,5,0
"4021",6.4,0.37,0.12,0.056,6,91,0.99536,3.06,0.46,8.4,4,0
"4022",7,0.23,0.42,0.062,35,100,0.99318,3.04,0.4,9.2,5,0
"4023",7.2,0.4,0.24,0.055,45,151,0.99626,3.2,0.52,9.2,5,0
"4024",7.6,0.19,0.37,0.033,52,151,0.99726,3.18,0.79,10.4,6,1
"4025",6,0.28,0.27,0.046,50,147,0.99126,3.27,0.56,11.6,6,0
"4026",6.2,0.32,0.45,0.029,37,94,0.98998,3.25,0.6,12.4,6,0
"4027",7.6,0.19,0.37,0.033,52,151,0.99726,3.18,0.79,10.4,6,1
"4028",6.4,0.26,0.26,0.052,22,176,0.99304,3.09,0.54,9.3,5,0
"4029",5.9,0.25,0.27,0.029,37,81,0.9892,3.2,0.46,12.2,6,0
"4030",6.1,0.28,0.3,0.031,33,139,0.99296,3.22,0.46,11,6,0
"4031",6.9,0.19,0.38,0.023,30,105,0.99047,3.11,0.38,11.4,5,0
"4032",6.4,0.29,0.57,0.06,15,120,0.9924,3.06,0.41,9.5,5,0
"4033",6.8,0.27,0.22,0.034,16,116,0.9989,3.07,0.53,9.2,5,1
"4034",7.5,0.26,0.38,0.021,23,125,0.99338,3.13,0.62,11.1,6,0
"4035",6.8,0.27,0.22,0.034,16,116,0.9989,3.07,0.53,9.2,5,1
"4036",6.4,0.2,0.22,0.032,53,172,0.99404,3.24,0.58,11,6,0
"4037",7.3,0.33,0.22,0.041,40,177,0.99287,3.14,0.48,9.9,5,0
"4038",7.3,0.34,0.22,0.044,43,176,0.99286,3.14,0.46,9.9,5,0
"4039",6.4,0.29,0.57,0.06,15,120,0.9924,3.06,0.41,9.5,5,0
"4040",6.1,1.1,0.16,0.033,8,109,0.99058,3.35,0.47,12.4,4,0
"4041",6.3,0.24,0.29,0.052,48,185,0.9934,3.21,0.5,9.4,5,0
"4042",6.2,0.24,0.22,0.053,45,149,0.99545,3.23,0.52,9.3,5,0
"4043",7.4,0.16,0.27,0.05,25,135,0.9984,2.9,0.43,8.7,7,1
"4044",7.4,0.16,0.27,0.05,25,135,0.9984,2.9,0.43,8.7,7,1
"4045",7.4,0.16,0.27,0.05,25,135,0.9984,2.9,0.43,8.7,7,1
"4046",7.4,0.16,0.27,0.05,25,135,0.9984,2.9,0.43,8.7,7,1
"4047",7.2,0.17,0.28,0.05,33,154,0.99971,2.94,0.43,9,7,1
"4048",6.9,0.19,0.35,0.038,49,118,0.99546,3,0.63,10.7,6,1
"4049",6.9,0.19,0.35,0.038,49,118,0.99546,3,0.63,10.7,6,1
"4050",6.8,0.16,0.36,0.034,32,98,0.99058,3.02,0.58,11.3,6,0
"4051",7.4,0.16,0.27,0.05,25,135,0.9984,2.9,0.43,8.7,7,1
"4052",6.8,0.3,0.27,0.028,22,97,0.99314,2.96,0.38,11.7,6,0
"4053",6.2,0.24,0.22,0.053,45,149,0.99545,3.23,0.52,9.3,5,0
"4054",7.4,0.16,0.27,0.05,25,135,0.9984,2.9,0.43,8.7,7,1
"4055",7.2,0.17,0.28,0.05,33,154,0.99971,2.94,0.43,9,7,1
"4056",6.8,0.3,0.27,0.028,22,97,0.99314,2.96,0.38,11.7,6,0
"4057",6.5,0.43,0.18,0.032,25,131,0.99565,3.23,0.51,10.7,5,1
"4058",6.6,0.17,0.36,0.036,38,110,0.99056,3.05,0.54,11.4,6,0
"4059",6.9,0.19,0.35,0.038,49,118,0.99546,3,0.63,10.7,6,1
"4060",6.8,0.16,0.36,0.034,32,98,0.99058,3.02,0.58,11.3,6,0
"4061",6.4,0.41,0.01,0.048,20,70,0.99362,3.19,0.42,10,5,0
"4062",6.4,0.41,0.01,0.048,20,70,0.99362,3.19,0.42,10,5,0
"4063",7.4,0.36,0.32,0.036,27,119,0.99196,3.15,0.49,11.2,6,0
"4064",6.1,0.17,0.21,0.09,44,130,0.99255,3.07,0.41,9.7,5,0
"4065",5.5,0.28,0.21,0.032,23,85,0.99027,3.42,0.42,12.5,5,0
"4066",6.6,0.5,0.26,0.029,32,110,0.99302,3.27,0.78,12.9,8,0
"4067",7.1,0.44,0.27,0.057,60,160,0.99257,3.16,0.36,11.8,6,0
"4068",6.9,0.38,0.28,0.062,22,166,0.99506,3.16,0.72,10.6,5,0
"4069",7.1,0.44,0.27,0.057,60,160,0.99257,3.16,0.36,11.8,6,0
"4070",6.2,0.24,0.28,0.049,54,133,0.9952,3.19,0.37,10.7,6,1
"4071",6.1,0.28,0.27,0.048,41,162,0.99498,3.21,0.51,9.9,5,0
"4072",7.6,0.26,0.32,0.048,23,76,0.9903,2.96,0.46,12,6,0
"4073",7.5,0.16,0.38,0.043,70.5,163,0.99706,3.15,0.82,10.4,7,1
"4074",6.5,0.36,0.16,0.054,11,107,0.99398,3.19,0.39,8.5,5,0
"4075",6.6,0.35,0.19,0.06,15,82,0.99588,3.13,0.38,9.9,4,0
"4076",5.7,0.25,0.26,0.049,52.5,120,0.99691,3.08,0.45,9.4,6,1
"4077",7.4,0.37,0.26,0.05,33,134,0.99608,3.13,0.46,10.4,5,0
"4078",5.7,0.25,0.21,0.044,21,108,0.99142,3.3,0.59,11,6,0
"4079",5.8,0.23,0.21,0.044,21,110,0.99138,3.3,0.57,11,6,0
"4080",5.4,0.265,0.28,0.052,27,91,0.99432,3.19,0.38,10.4,6,0
"4081",5.7,0.25,0.27,0.05,58,116,0.99592,3.1,0.5,9.8,6,0
"4082",5.7,0.25,0.26,0.049,52.5,106,0.99691,3.08,0.45,9.4,6,1
"4083",5.9,0.23,0.28,0.046,37,142,0.99432,3.23,0.53,10.6,6,0
"4084",6.2,0.3,0.32,0.052,32,185,0.99266,3.28,0.44,10.1,5,0
"4085",6.5,0.33,0.24,0.048,20,96,0.99456,3.06,0.3,11.5,8,1
"4086",7.4,0.26,0.29,0.048,14,73,0.9915,3.06,0.45,11.4,6,0
"4087",7,0.2,0.4,0.058,30,93,0.99322,3.03,0.38,9.2,6,0
"4088",6.5,0.21,0.42,0.059,33,101,0.9927,3.12,0.38,9.7,6,0
"4089",7.3,0.25,0.27,0.047,16,79,0.99173,3.07,0.46,11.3,6,0
"4090",6.8,0.27,0.24,0.098,36,127,0.99412,3.15,0.49,9.6,6,0
"4091",6.7,0.24,0.3,0.07,44,179,0.99666,2.86,0.46,8.9,6,0
"4092",6.4,0.14,0.28,0.057,21,82,0.99425,3.26,0.36,10,6,0
"4093",6.4,0.5,0.2,0.059,19,112,0.99314,3.18,0.4,9.2,6,0
"4094",6.6,0.41,0.27,0.11,20,103,0.99672,3.08,0.41,9,6,0
"4095",6.4,0.25,0.28,0.03,29,98,0.99024,3.09,0.58,12.8,7,0
"4096",6.6,0.41,0.27,0.11,20,103,0.99672,3.08,0.41,9,6,0
"4097",8,0.25,0.35,0.054,13,136,0.99366,3.08,0.55,9.5,5,0
"4098",6.4,0.14,0.28,0.057,21,82,0.99425,3.26,0.36,10,6,0
"4099",6.6,0.21,0.34,0.046,30,140,0.99299,3.22,0.38,11,5,0
"4100",6.4,0.5,0.2,0.059,19,112,0.99314,3.18,0.4,9.2,6,0
"4101",6.3,0.29,0.23,0.037,24,99,0.99528,3.08,0.38,10.6,6,1
"4102",6.9,0.37,0.23,0.057,54,166,0.99568,3.23,0.42,10,5,0
"4103",6.9,0.37,0.23,0.057,54,166,0.99568,3.23,0.42,10,5,0
"4104",5.7,0.31,0.28,0.03,22,86,0.99062,3.31,0.38,11.7,7,0
"4105",6.9,0.45,0.27,0.035,17,80,0.99058,3.12,0.36,12.5,7,0
"4106",6.9,0.3,0.45,0.039,36,122,0.99059,3.07,0.47,11.1,7,0
"4107",5.3,0.23,0.56,0.041,46,141,0.99119,3.16,0.62,9.7,5,0
"4108",6.8,0.3,0.26,0.037,45,150,0.99727,3.04,0.38,12.3,6,1
"4109",6.7,0.28,0.42,0.035,43,105,0.99021,3.18,0.38,12.2,6,0
"4110",5,0.255,0.22,0.043,46,153,0.99238,3.75,0.76,11.3,6,0
"4111",7.6,0.4,0.27,0.053,23,193,0.99164,3.22,0.38,11.6,5,0
"4112",5.5,0.21,0.25,0.04,18,75,0.99006,3.31,0.56,11.3,6,0
"4113",6,0.2,0.25,0.041,30,95,0.99078,3.27,0.56,11.1,6,0
"4114",6.1,0.17,0.29,0.041,32,92,0.99036,3.26,0.57,11.2,6,0
"4115",7.5,0.21,0.29,0.046,35,107,0.99123,3.15,0.45,11.3,6,0
"4116",7.3,0.26,0.32,0.041,29,94,0.98978,3.07,0.45,12,6,0
"4117",6.2,0.35,0.2,0.069,33,158,0.99908,3.15,0.5,8.8,6,1
"4118",6.2,0.35,0.2,0.069,33,158,0.99908,3.15,0.5,8.8,6,1
"4119",6.5,0.43,0.31,0.046,19,143,0.99022,3.15,0.34,12,8,0
"4120",6.5,0.4,0.31,0.046,22,147,0.99024,3.15,0.31,12,7,0
"4121",7.4,0.28,0.5,0.049,48,122,0.9973,3.01,0.44,9,5,1
"4122",6.3,0.23,0.22,0.054,42,151,0.99853,3.12,0.6,9.3,6,1
"4123",6.2,0.34,0.25,0.059,33,171,0.99769,3.14,0.56,8.7,6,1
"4124",6.6,0.44,0.32,0.095,13,75,0.98954,3.1,0.63,12.8,6,0
"4125",6,0.13,0.36,0.052,23,72,0.98974,3.1,0.5,11.5,7,0
"4126",6.3,0.17,0.23,0.048,44,147,0.99382,3.08,0.54,10,5,0
"4127",6.3,0.18,0.22,0.047,45,147,0.99383,3.09,0.54,10,5,0
"4128",6.7,0.31,0.34,0.059,51,215,0.99538,3.33,0.56,10.3,5,0
"4129",6.6,0.33,0.32,0.054,62,227,0.99734,3.25,0.56,10.4,5,1
"4130",6.3,0.34,0.31,0.02,18,68,0.98981,3.22,0.29,13.4,7,0
"4131",6.8,0.29,0.32,0.032,18,130,0.99095,3.05,0.62,11.2,6,0
"4132",7.4,0.31,0.26,0.048,47,206,0.9964,3.26,0.36,9.1,5,0
"4133",7.4,0.31,0.26,0.048,47,206,0.9964,3.26,0.36,9.1,5,0
"4134",5.7,0.25,0.27,0.04,24,120,0.99411,3.33,0.31,10.8,6,0
"4135",6.8,0.27,0.28,0.038,26,89,0.9915,3.24,0.34,12.5,6,0
"4136",5.9,0.26,0.24,0.046,27,132,0.99234,3.63,0.73,11.3,5,0
"4137",5.9,0.65,0.23,0.035,20,128,0.99016,3.46,0.48,12.8,6,0
"4138",7.4,0.31,0.26,0.048,47,206,0.9964,3.26,0.36,9.1,5,0
"4139",6.6,0.23,0.32,0.041,8,72,0.98949,3.22,0.39,12.7,6,0
"4140",6.8,0.18,0.35,0.054,53,143,0.99287,3.1,0.54,11,7,0
"4141",6.8,0.28,0.29,0.052,51,149,0.99544,3.02,0.58,10.4,6,0
"4142",6.8,0.28,0.29,0.052,51,149,0.99544,3.02,0.58,10.4,6,0
"4143",5.9,0.27,0.27,0.051,43,136,0.9941,3.25,0.53,10.7,6,0
"4144",6.1,0.25,0.28,0.055,56,131,0.994,3.22,0.35,10.9,6,0
"4145",6.8,0.28,0.29,0.052,51,149,0.99544,3.02,0.58,10.4,6,0
"4146",6.8,0.26,0.29,0.052,54,160,0.99546,3.03,0.58,10.4,6,0
"4147",7.1,0.13,0.29,0.064,56,115.5,0.99737,3.16,0.41,9.7,7,1
"4148",6.8,0.18,0.35,0.054,53,143,0.99287,3.1,0.54,11,7,0
"4149",6.2,0.2,0.25,0.055,8,120,0.99767,3.19,0.53,9.6,6,1
"4150",5.8,0.24,0.28,0.038,40,76,0.98711,3.1,0.29,13.9,7,0
"4151",7.6,0.48,0.31,0.046,6,194,0.99714,3.07,0.61,9.4,5,0
"4152",7.4,0.26,0.32,0.032,29,193,0.99134,3.1,0.67,12.5,6,0
"4153",6.2,0.2,0.25,0.055,8,120,0.99767,3.19,0.53,9.6,6,1
"4154",6.1,0.3,0.47,0.049,50,187,0.9927,3.19,0.45,9.5,5,0
"4155",6.2,0.32,0.5,0.048,61,186,0.9948,3.19,0.45,9.6,5,0
"4156",6.1,0.3,0.47,0.049,50,187,0.9927,3.19,0.45,9.5,5,0
"4157",6.3,0.34,0.52,0.047,63,186,0.99481,3.18,0.44,9.6,5,0
"4158",7.4,0.16,0.3,0.056,33,168,0.99825,2.9,0.44,8.7,7,1
"4159",7.4,0.16,0.3,0.056,33,168,0.99825,2.9,0.44,8.7,7,1
"4160",7.4,0.16,0.3,0.056,33,168,0.99825,2.9,0.44,8.7,7,1
"4161",7.4,0.16,0.3,0.056,33,168,0.99825,2.9,0.44,8.7,7,1
"4162",7.4,0.16,0.3,0.056,33,168,0.99825,2.9,0.44,8.7,7,1
"4163",7.4,0.16,0.3,0.056,33,168,0.99825,2.9,0.44,8.7,7,1
"4164",7.2,0.26,0.38,0.061,12,120,0.99192,3.18,0.46,10.4,5,0
"4165",7,0.31,0.35,0.063,13,119,0.99184,3.22,0.5,10.7,5,0
"4166",6.6,0.22,0.35,0.05,23,83,0.99019,3.17,0.48,12,7,0
"4167",5.8,0.23,0.31,0.044,35,158,0.98998,3.19,0.37,12.1,7,0
"4168",6.3,0.17,0.32,0.04,39,118,0.98886,3.31,0.4,13.1,8,0
"4169",6,0.19,0.26,0.039,30,104,0.98998,3.32,0.41,12.4,6,0
"4170",6.7,0.21,0.34,0.035,45,123,0.98949,3.24,0.36,12.6,7,0
"4171",7.4,0.16,0.3,0.056,33,168,0.99825,2.9,0.44,8.7,7,1
"4172",6.6,0.22,0.37,0.04,31,101,0.99009,3.15,0.66,12,5,0
"4173",6.8,0.34,0.27,0.06,14,169,0.99252,3.27,0.57,11.6,6,0
"4174",7.1,0.34,0.86,0.174,36,99,0.99288,2.92,0.5,9.3,5,0
"4175",6.3,0.24,0.22,0.05,65,179,0.99659,3.06,0.58,9.3,6,0
"4176",6.9,0.35,0.39,0.048,25,157,0.99133,3.2,0.54,11.1,7,0
"4177",6.8,0.24,0.33,0.049,68,161,0.99324,3.1,0.69,10.2,6,0
"4178",6.4,0.25,0.33,0.037,35,113,0.99164,3.23,0.66,10.6,6,0
"4179",5.8,0.19,0.33,0.038,49,133,0.99107,3.16,0.42,11.3,7,0
"4180",6.9,0.24,0.4,0.052,81,198,0.9986,3.2,0.69,9.4,5,1
"4181",6.5,0.31,0.61,0.053,31,123,0.99708,3.09,0.5,9.3,6,1
"4182",6.6,0.25,0.32,0.039,15,68,0.99163,2.96,0.52,11.1,6,0
"4183",7.5,0.38,0.56,0.055,15,170,0.99605,3.13,0.65,9.9,6,0
"4184",6.2,0.3,0.3,0.041,29,82,0.99065,3.31,0.61,11.8,7,0
"4185",6.4,0.33,0.28,0.04,24,81,0.9903,3.26,0.64,12.6,7,0
"4186",6.9,0.24,0.4,0.052,81,198,0.9986,3.2,0.69,9.4,5,1
"4187",7.6,0.27,0.32,0.043,23,72,0.99236,3.06,0.68,10.5,5,0
"4188",5.9,0.24,0.34,0.037,40,108,0.98948,3.19,0.5,12.3,6,0
"4189",5.3,0.33,0.3,0.048,25,119,0.99045,3.32,0.62,11.3,6,0
"4190",6.4,0.21,0.21,0.097,21,105,0.9939,3.07,0.46,9.6,5,0
"4191",7,0.22,0.3,0.04,14,63,0.98985,3.2,0.33,12,6,0
"4192",7.8,0.27,0.35,0.05,36,140,0.99138,3.09,0.45,11.2,5,0
"4193",6.7,0.2,0.24,0.044,28,100,0.99348,3.12,0.33,10.2,6,0
"4194",8.1,0.27,0.33,0.045,26,100,0.99066,2.98,0.44,12.4,6,0
"4195",6.7,0.2,0.24,0.044,28,100,0.99348,3.12,0.33,10.2,6,0
"4196",7.1,0.45,0.24,0.04,24,87,0.98862,2.94,0.38,13.4,8,0
"4197",5.8,0.22,0.29,0.036,25,68,0.98865,3.24,0.35,12.6,6,0
"4198",6.3,0.3,0.48,0.053,34,149,0.99472,3.18,0.53,9.8,5,0
"4199",7.9,0.36,0.53,0.049,63,139,0.99792,2.94,0.45,9.1,5,1
"4200",8.1,0.27,0.33,0.045,26,100,0.99066,2.98,0.44,12.4,6,0
"4201",8,0.24,0.33,0.044,28,101,0.99035,3.03,0.43,12.5,6,0
"4202",6.7,0.41,0.27,0.033,25,85,0.99086,3.05,0.34,11.7,6,0
"4203",6.7,0.24,0.31,0.044,37,113,0.99013,3.29,0.46,12.9,6,0
"4204",6.2,0.3,0.32,0.054,27,183,0.99266,3.3,0.43,10.1,5,0
"4205",6.9,0.26,0.38,0.044,33,139,0.99517,3.06,0.5,10.3,6,0
"4206",6.7,0.41,0.27,0.033,25,85,0.99086,3.05,0.34,11.7,6,0
"4207",5.9,0.32,0.2,0.05,29,144,0.99666,3.24,0.41,10.3,6,1
"4208",6.1,0.25,0.3,0.036,42,107,0.991,3.34,0.56,10.8,7,0
"4209",5.6,0.23,0.29,0.023,19,89,0.99068,3.25,0.51,11.2,6,0
"4210",6.6,0.23,0.32,0.024,26,102,0.99084,3.29,0.6,11.8,6,0
"4211",6,0.17,0.21,0.05,26,134,0.9939,3.08,0.54,9.8,6,0
"4212",7.1,0.38,0.42,0.041,32,193,0.99624,3.04,0.49,10,6,0
"4213",6.6,0.31,0.37,0.052,13,164,0.99602,3.24,0.39,8.8,4,0
"4214",6.5,0.38,0.53,0.142,5,69,0.9926,3.14,0.52,10.1,4,0
"4215",7,0.44,0.24,0.056,68,210,0.99718,3.05,0.5,9.5,5,1
"4216",7,0.44,0.24,0.056,68,210,0.99718,3.05,0.5,9.5,5,1
"4217",7,0.44,0.24,0.056,68,210,0.99718,3.05,0.5,9.5,5,1
"4218",6.1,0.38,0.14,0.06,27,113,0.99344,3.07,0.34,9.2,4,0
"4219",8,0.33,0.32,0.041,31,180,0.99184,2.92,0.74,12.2,6,0
"4220",7,0.44,0.24,0.056,68,210,0.99718,3.05,0.5,9.5,5,1
"4221",6,0.19,0.29,0.046,29,92,0.99033,3.22,0.53,11.3,6,0
"4222",6.3,0.28,0.34,0.038,44,129,0.99248,3.26,0.29,12.1,6,0
"4223",6.1,0.38,0.14,0.06,27,113,0.99344,3.07,0.34,9.2,4,0
"4224",5.3,0.43,0.11,0.029,6,51,0.99076,3.51,0.48,11.2,4,0
"4225",5.4,0.22,0.35,0.029,26,87,0.99092,3.29,0.44,12.5,7,0
"4226",6.2,0.345,0.27,0.056,38,187,0.99486,3.31,0.56,10.6,5,0
"4227",5.6,0.255,0.57,0.056,66,171,0.99464,3.25,0.61,10.4,7,0
"4228",5.2,0.2,0.27,0.047,16,93,0.99235,3.44,0.53,10.1,7,0
"4229",6.2,0.29,0.23,0.048,33,201,0.99612,3.11,0.56,9.9,6,1
"4230",6.3,0.26,0.25,0.046,11,133,0.99202,2.97,0.68,11,6,0
"4231",6,0.22,0.23,0.045,10,122,0.99261,2.94,0.63,10,6,0
"4232",7.5,0.35,0.37,0.066,29,89,0.98964,3.14,0.42,12.7,6,0
"4233",6.6,0.39,0.28,0.036,10,92,0.99206,3.07,0.35,12.1,6,0
"4234",6.3,0.23,0.33,0.052,23,118,0.9938,3.23,0.46,10.4,6,0
"4235",6.3,0.22,0.3,0.05,23,120,0.99204,3.24,0.47,10.4,6,0
"4236",6.4,0.29,0.18,0.04,21,116,0.99736,3.14,0.5,9.2,5,1
"4237",6.4,0.29,0.18,0.04,21,116,0.99736,3.14,0.5,9.2,5,1
"4238",7.5,0.23,0.3,0.03,27,80,0.99192,3.05,0.68,10.5,5,0
"4239",6.4,0.29,0.18,0.04,21,116,0.99736,3.14,0.5,9.2,5,1
"4240",5.7,0.28,0.36,0.041,38,90,0.99002,3.27,0.98,11.9,7,0
"4241",6.5,0.26,0.24,0.042,47,130,0.996,3.08,0.4,10.1,6,0
"4242",6.4,0.27,0.29,0.034,62,140,0.99237,3.1,0.59,11.1,6,0
"4243",5.9,0.22,0.29,0.037,69,144,0.99214,3.13,0.74,10.8,7,0
"4244",6.8,0.26,0.26,0.019,23.5,72,0.99041,3.16,0.47,11.8,6,0
"4245",7.6,0.36,0.48,0.038,44,116,0.9982,3.04,0.48,9.2,5,1
"4246",7.6,0.35,0.47,0.037,42,116,0.99822,3.04,0.5,9.2,5,1
"4247",5.7,0.18,0.26,0.023,21,95,0.9893,3.07,0.54,12.3,6,0
"4248",6.6,0.36,0.47,0.145,26,124,0.99274,3.09,0.56,10.1,6,0
"4249",5.9,0.14,0.2,0.04,26,114,0.99105,3.25,0.45,11.4,6,0
"4250",5.5,0.23,0.19,0.044,39,161,0.99209,3.19,0.43,10.4,6,0
"4251",6.7,0.11,0.26,0.053,44,95,0.99676,3.2,0.35,9.8,6,1
"4252",7,0.24,0.24,0.047,29,91,0.99251,3.3,0.43,9.9,6,0
"4253",6.7,0.11,0.26,0.053,44,95,0.99676,3.2,0.35,9.8,6,1
"4254",5.3,0.47,0.1,0.036,11,74,0.99082,3.48,0.54,11.2,4,0
"4255",7.5,0.29,0.24,0.058,25,115,0.99567,3.15,0.46,10.9,5,0
"4256",6,0.33,0.26,0.051,16,119,0.99416,3.15,0.41,9.2,5,0
"4257",6,0.33,0.26,0.051,16,119,0.99416,3.15,0.41,9.2,5,0
"4258",5.8,0.32,0.23,0.033,39,121,0.9887,2.96,0.35,12,5,0
"4259",5.8,0.3,0.23,0.034,37,121,0.98871,2.96,0.34,12.1,6,0
"4260",3.8,0.31,0.02,0.036,20,114,0.99248,3.75,0.44,12.4,6,0
"4261",6.2,0.36,0.22,0.038,44,145,0.99184,3.22,0.4,11.2,6,0
"4262",6,0.31,0.27,0.042,19,120,0.98952,3.32,0.41,12.7,7,0
"4263",6.9,0.52,0.54,0.036,23,169,0.99267,3.26,0.47,12.2,6,0
"4264",7,0.55,0.05,0.036,19,164,0.99269,3.26,0.46,12.2,6,0
"4265",5.8,0.2,0.16,0.042,44,99,0.98912,3.23,0.37,12.2,6,0
"4266",6.2,0.36,0.22,0.038,44,145,0.99184,3.22,0.4,11.2,6,0
